chrom,start,end,Class,H3K27ac,H3K4me1,H3K4me3,H3K9me3,Brd4,Cdk8,Cdk9,Med12,p300,CBP,Pol2,Lsd1,Brg1,Smc1,Nipbl,Mi2b,CHD7,HDAC2,HDAC,DNaseI,Oct4,Sox2,Nanog,Smad3,Stat3,Tcf3,Esrrb,Klf4,Prdm14,Tcfcp2I1,Nr5a2,AT_content,GC_content,phastCons,phastConsP,repeat_fraction,length
chr2,126377908,126378657,TE,0.9617,0.2982,3.2188,0,0.8574,0.7014,0.8288,1.391,1.9388,1.4873,0.6403,1.0504,0.3163,0.2339,0.4018,1.0658,1.7936,0.5382,0.8246,1.6643,0.4102,1.0774,0.7228,0.8726,0.7517,0.5957,1.9519,0.3342,2.3631,0.2462,0.4309,0.531375,0.468625,0.0770561,0.0730063,0,749
chr2,126823728,126824361,TE,0.0293,0.5354,0,0,0.1214,0.1809,0.2478,0.2837,0.0965,0.5308,0.0014,0.4477,0.0458,0.0096,0.1721,0.4207,0.2421,0.4492,0.0446,0.3696,1.0826,0.7519,1.8963,0.166,0.1131,0.7872,0,0.0209,2.3171,0,0.32,0.527646,0.472354,0.152821,0.152824,1,633
chr2,126934549,126935163,TE,0.1894,0.6828,0,0,0.4,0.5605,0.5404,0.5218,0.3261,2.0792,0.1917,0.8596,0.5797,0.4212,0.3184,0.5807,0.293,0.5165,1.1102,0.2616,0.4828,0.7938,0.8301,0.5597,0.2492,0.0438,8.9499,2.2156,9.9834,0.2103,0.2465,0.565147,0.434853,0.0384713,0.0379142,0.340390879,614
chr2,127121834,127122353,TE,0.1607,0.4335,0.0267,0,0.1188,0.2501,0.3362,0.2792,0.1625,0,0.1489,0.3263,0,0.0191,0.1562,0.4141,0.1945,0.216,0.2022,0.4398,1.0187,1.4276,1.961,0.2852,0,0.4874,0,0.2101,2.2377,0.0887,0,0.578035,0.421965,0.120158,0.118089,0.377649326,519
chr2,127430596,127431524,TE,0.296,0.6181,0,0.0739,0.37,0.7734,0.5988,0.8377,0.8175,1.4464,0.8038,1.4585,0.6232,0.2977,0.3578,0.7238,0.6083,0.6916,0.4871,1.8075,3.6971,4.5546,6.0489,1.3395,0.2073,0.6655,0.6049,1.1865,2.2245,0.4097,0.0051,0.580819,0.419181,0.101414,0.101419,0.697198276,928
chr2,127432941,127433707,TE,0.6103,0.9734,0.0635,0,0.0957,0.4256,0.2949,0.3839,0.1887,0.392,0.2189,0.7277,0.8886,0.2162,0.1745,0.3527,0.2786,0.3317,0.5481,0.1415,0.6292,0.6963,0.9766,0.2117,0.1922,0.7412,0.8621,0.2062,1.0424,1.0143,0.0828,0.501305,0.498695,0.1037,0.1037,0,766
chr2,127540373,127541002,TE,0,0.4288,0.0102,0,0.1776,0.5708,0.3181,0.5963,0.4844,0.5658,0,0.4878,0.8449,0.1798,0.3307,0.4115,0.7095,0.1858,0.3134,1.561,1.3928,1.1398,1.7065,0.7053,0.2104,0.3701,2.0068,0.5058,10.8569,0.3214,0.2014,0.54372,0.45628,0.0154187,0.0154187,0,629
chr2,127664828,127665772,TE,1.7565,0.7185,1.5423,0,0.2706,0.7189,0.5579,1.1163,1.888,1.2208,0.5047,1.3822,1.8313,0.2735,0.3144,0.6064,0.9006,1.3268,0.2341,1.0027,4.8346,3.4807,1.9974,1.0951,0.3107,0,5.8315,0.2603,1.1512,0.8924,0.8012,0.481992,0.518008,0.0349199,0.0348012,0.163135593,944
chr2,127963298,127964013,TE,0.0829,0.8385,0.1367,0,0.0099,0.0129,0.1445,0.0588,0,0,0,0.3697,0.1148,0,0.0208,0.1938,0.1382,0.321,0,0.0903,0.3888,0.5607,2.1006,0.2031,0,0.1943,0.3349,0,1.2818,0.0441,0.1435,0.545455,0.454545,0.0477213,0.0477213,0.054545455,715
chr2,128037250,128038076,TE,0.8456,0.499,0.5184,0,1.002,0,0,2.1206,9.7983,1.3253,0,2.024,2.427,0.6865,0.14,0.1401,1.2605,0.6625,0.7255,2.3783,2.0796,1.1859,0.5929,0.2143,0,0.2088,0.6818,0,7.6744,0,0,0.452785,0.547216,0.128669,0.128669,0,826
chr2,128090872,128091700,TE,0.9961,0.4914,0.1429,0,1.5124,0.1384,0.0432,1.7147,3.7598,5.0234,0,0.9827,0,0.4593,0.1245,0.4932,2.3293,0.4498,0,2.9275,1.0159,1.3599,1.1101,1.7692,0,0.08,3.0565,0,1.784,0.3815,1.0479,0.51087,0.48913,0.303951,0.281262,0,828
chr2,128098313,128098905,TE,0.5954,0.406,0.6552,0.1287,2.0173,1.2275,1.1204,2.0344,4.9437,3.2138,0.4593,1.8921,1.9103,0.3784,0.3827,1.377,2.2762,1.5657,0.837,0.8456,2.1854,0.6277,2.518,1.6574,0.1971,1.168,0.6491,1.5769,3.5019,0.7356,1.6292,0.5625,0.4375,0.0300453,0.0300464,0.273648649,592
chr2,128199106,128199950,TE,0.2036,0.8357,0.0212,0.0813,0.3722,0.703,0.4431,0.4818,0.2443,2.4115,0.0275,0.7411,0.1833,0.1672,0.262,0.5432,0.4839,0.4323,0.4778,0.3929,0.7218,1.4803,2.5462,0.5306,0.4864,0.2656,0.2226,0.2149,4.6456,0.2474,0,0.488152,0.511848,0.126076,0.126076,0,844
chr2,128223475,128223894,TE,0,0.0686,0,0,0.1217,0.1299,0,0.1171,0,0,0,0.05,0.9618,0,0,0.0021,0.2254,0.0444,0.2013,0.1512,0.9723,1.1632,1.3781,0.1077,0.0537,0.143,0,0,0.1509,0,0,0.53222,0.46778,0.118853,0.118856,0.393794749,419
chr2,128638582,128639150,TE,0.4986,1.1481,0.3512,0.3874,0.6046,0.7918,0.8827,0.9317,0.4229,1.0744,0.7507,1.5402,1.0264,0.5825,0.3143,0.9883,0.7679,0.8425,0.4578,0.8031,1.856,0.6553,1.8879,0.4929,0,0.737,0.871,0.8646,18.9514,0.0218,0.2812,0.559859,0.440141,0.0706196,0.070625,0.309859155,568
chr2,128668516,128669051,TE,0,0,0,0,0,0,0.0714,0.1341,0.059,0,0,0,0,0.0409,0,0,0.3523,0,0.0232,0.145,0.5708,0.6661,0.6162,0,0,0.2123,0,0,0.4982,0.199,0.1557,0.590654,0.409346,0.204789,0.203001,0.958878505,535
chr2,128887217,128888053,TE,0.1701,0.3657,0,0.1723,0.2129,0.3494,0.2573,0.1524,0.5096,0.2189,0.0924,0.4642,0.2883,0.0825,0.1775,0.4109,0.7428,0.3062,0.4743,0.7635,0.6021,0.8105,0.7112,0.0768,0.088,0.0996,0.3196,0.3162,0.1884,0.2918,0.2972,0.58134,0.41866,0.053631,0.0622929,0.174641148,836
chr2,128992525,128993197,TE,0.3952,0.6452,0.2855,0,0.7807,0.5907,0.7665,1.0851,0.6243,0.9909,0.5623,1.1325,0.3382,0.1226,0.154,0.9255,1.1609,0.7424,0.4793,1.1492,0.7985,1.3755,1.3093,0.3385,0.5375,0.5645,0.3137,0.2904,7.0431,3.1365,0.2553,0.540179,0.459821,0.0885434,0.0885447,0.133928571,672
chr2,129003018,129004014,TE,0.8324,0.5597,0.6647,0,0.7991,0.6439,0.3957,0.7116,0.6194,0.444,0.8447,0.2899,0.1649,0.0654,0,0.4976,0.6921,0.2984,0.609,0.5823,0.3869,0.5707,1.685,0.2373,0,0.2696,0.3525,0.2383,1.5315,0.3025,0.1368,0.577309,0.422691,0.103952,0.103954,0.491967871,996
chr2,129004097,129004915,TE,2.7691,1.3862,0.6463,0,3.682,1.9431,1.3285,2.9027,4.5554,1.7247,4.3393,1.8652,0.8658,0.827,0.7812,1.7731,1.5146,1.6304,1.0719,2.308,1.1595,0.7911,1.155,1.6268,0.3949,0.9627,1.4117,1.8435,3.7289,0.3642,0.3435,0.520782,0.479218,0.0603419,0.0603448,0.387530562,818
chr2,129071355,129072476,TE,1.4908,0.4518,0.409,0,1.0973,2.507,1.1747,2.9005,4.3253,2.3416,3.8341,2.4014,0.2456,0.4923,0.3633,0.9099,0.3107,0.7808,0.5077,0.6972,3.075,3.8106,5.3583,1.303,0.1138,0.5472,0.547,1.0427,0.9779,0.567,0,0.50223,0.49777,0.0950908,0.0950908,0.39250669,1121
chr2,129094878,129095378,TE,0,0.4986,0,0,0.0707,0.1937,0.3293,0.2092,0.1,0,0.2551,0.4586,0,0,0,0.391,0.2732,0.3665,0.106,0.5042,0.8673,0.6575,3.8271,0.0747,0.3212,0.6455,0.009,0,0.5714,0.2333,0,0.534,0.466,0.20662,0.219796,0,500
chr2,129412877,129414126,TE,0.2037,1.2151,0.4015,0,0.2914,0.5053,0.4152,0.7994,3.17,1.2818,1.2412,1.669,1.0132,0.2014,0.3267,0.7668,0.4546,0.4262,0.2424,1.6114,1.8728,1.0574,3.9389,0.8841,0,0.5312,0.6327,0.0782,8.4335,13.1346,0.4586,0.482786,0.517214,0.145504,0.145505,0.261008807,1249
chr2,129521285,129522117,TE,0.5488,0.8351,0.13,0,1.2537,1.2093,0.9414,1.2096,1.4141,1.0995,0.2049,1.1152,0.7262,0.4144,0.4711,1.0043,0.9433,0.6789,0.422,2.0494,2.5761,1.6259,1.0352,0.9443,0.4196,0.4738,1.8076,0.2382,0.2959,0.1996,0.2654,0.519231,0.480769,0.228745,0.228747,0.157451923,832
chr2,129527923,129528427,TE,0,0.821,0,0.0749,0.1496,0.1518,0.4801,0.5645,0,0.2554,0,1.1501,0.2579,0.1315,0.1112,0.3579,0.1048,0.2229,0.0627,0.0963,0.7531,0.8067,2.0351,0,0.2339,0,0,0,1.2,0.0712,0.0025,0.543651,0.456349,0.0174205,0.0174205,0,504
chr2,129623870,129624690,TE,0.1142,1.3221,0.0671,0.1248,0.3837,0.892,0.9555,0.9971,0.1219,1.6988,0.575,1.7327,0.0145,0.3383,0.3474,1.3036,1.1064,0.4151,0.7103,0.7657,1.9559,1.3539,4.972,1.2324,0.22,0.9303,1.9214,1.4272,2.7591,0.2475,1.4663,0.591463,0.408537,0.136673,0.136676,0.620731707,820
chr2,129625431,129626180,TE,1.853,0.3728,2.8153,0,0.5101,0.5719,0.5791,0.9609,0.4523,0.2062,5.8224,0.9918,0.8789,0.3542,0.3422,0.3956,0.8858,0.5801,0.5189,2.5325,0.6956,0.5698,2.4021,0.5796,0,0.3194,3.1909,2.2581,12.925,3.1472,0.9961,0.511348,0.488652,0.107382,0.120163,0.317757009,749
chr2,129707233,129708019,TE,0.2993,0.8096,0.0963,0,0.4653,0.5797,0.664,0.5109,0.011,2.0718,0.2169,0.6948,0.1834,0.1295,0.2065,0.6827,0.4246,0.3793,0.07,0.874,1.4789,0.7069,0.6564,0.7558,0.0675,0.288,0,0.4556,0.3511,0.1178,0,0.552163,0.447837,0.0847587,0.0847609,0.690839695,786
chr2,130705477,130706157,TE,0,0,0,0,0,0,0,0,0.2103,0,0,0.0486,0,0,0.0109,0,0.1132,0,0,0.0693,1.1526,1.0206,1.1042,0,0,0,0,0,0,0,0.0286,0.588235,0.411765,0,0,0.970588235,680
chr2,130784698,130785075,TE,0.3471,0.512,0,0,0.2726,0.7238,0.5236,0.6719,0.0671,1.7382,0.0336,0.5502,0.0452,0.3572,0.4388,0.3752,0.6478,0.6131,0.2804,0.5511,1.3124,0.6252,2.1638,0.3972,0.1989,0.2305,2.0997,0.3023,0.1768,0.8401,0.183,0.543767,0.456233,0.244885,0.244887,1,377
chr2,130921630,130922180,TE,1.4253,2.5568,0.3058,0,1.392,0.9612,0.6826,1.0146,1.7235,0.4304,0.3611,1.0585,0.2291,0.5779,0.3437,0.5964,1.0263,0.6954,0.1154,1.6038,0.8046,0.3199,0.8453,0.529,0,0.1526,1.2744,0.9852,28.2141,0.0454,0.0182,0.523636,0.476364,0.135035,0.135035,0.62,550
chr2,131023776,131024528,TE,0.183,0.6269,0,0,0.3783,0.661,0.4827,0.4284,0.1702,0.4623,0.1741,0.5361,0.2762,0.0935,0,0.4497,0.2575,0.4545,0.0901,0.36,1.7424,1.0897,0.9011,0.1884,0.2049,0.5777,0.109,0.3007,0.5465,0.234,0.0774,0.509309,0.490691,0.09243,0.09243,0.164893617,752
chr2,131058146,131058690,TE,0.4842,1.7418,0,0,0.5503,0.4714,0.6086,0.7883,0.7513,0.7933,0.435,1.5879,0.6335,0.4572,0.4944,1.1668,0.8785,0.5354,0.6992,0.843,2.1772,1.6369,0.8955,0.5105,0.0092,0.0614,0.5875,0.8311,0.4936,0.1065,0.1046,0.556985,0.443015,0.210973,0.210977,0.713235294,544
chr2,131069463,131070063,TE,0,0.5655,0,0.0261,0.1972,0.4002,0.3975,0.3241,0.0785,0.0878,0.0259,0.5865,0.286,0.1322,0.2004,0.3205,0.2461,0.5115,0.1438,0.0789,1.0171,0.6953,0.5883,0.2948,0.1501,0.1895,0,0.222,0.3582,0.0829,0.0545,0.563333,0.436667,0.0346464,0.0346481,0.601666667,600
chr2,131507148,131507560,TE,0,0.0246,0,0,0.1212,0.02,0.4351,0.5468,0.1206,0,0,0.5411,0.1078,0.1868,0.1947,0.3997,0.0447,0.1923,0.3185,0.2215,1.1806,1.0144,1.9472,0.1676,0.2209,0.5021,0,0.0205,2.1873,0.1588,0,0.582524,0.417476,0.245564,0.0599714,0,412
chr2,131591149,131591888,TE,0,0.0745,0,0,0,0,0.0424,0.1596,0.5713,0.4336,0,0.4529,0,0,0,0.3497,0.2159,0.4148,0.0705,0.3868,1.4728,2.2129,8.813,0.2079,0.0857,0.3008,0,0,0.5812,0,0,0.55751,0.44249,0.0635803,0.0635817,0.48308525,739
chr2,131672977,131673868,TE,1.2715,0.5782,0.3591,0,1.8487,1.2558,1.0267,2.0569,3.1628,1.3125,0.1243,1.355,0.1241,0.4129,0.5546,0.7576,1.9971,0.5376,0.298,4.0918,0.7645,1.365,0.6135,0.9798,0.3708,0.5838,2.4193,0.2846,0.6291,10.0785,1.4027,0.512907,0.487093,0.668159,0.280864,0.173961841,891
chr2,131870155,131870777,TE,0,1.1398,0.0923,0,0.3229,0.4266,0.5172,0.2881,0.0456,0.4316,0.2096,0.4811,0,0.2433,0.2071,0.35,0.4968,0.487,0.3527,0.995,1.7939,1.7971,4.4067,0.6677,0,0.6644,0.5371,0.6504,2.8919,0.1778,0.0477,0.498392,0.501608,0.118847,0.11885,0.578778135,622
chr2,131958909,131959707,TE,0,1.3172,0,0.2379,0.0276,0.2032,0.1339,0.3166,0.6291,0.4055,0,0.6296,0,0.1049,0.0825,0.5947,1.3776,0.6231,0.4043,0.8236,2.669,2.0149,7.3714,0.1508,0,1.9788,0.2716,0,16.2106,0,0,0.567669,0.432331,0.144871,0.144874,0.4160401,798
chr2,132472743,132473552,TE,0.1954,1.3178,0.2076,0,0.0787,0.3243,0.4808,0.3514,0.0832,0.8189,0,0.7272,0.1013,0.0507,0.0118,0.7624,0.2307,0.703,0.3723,0.5239,1.2633,0.9904,1.6025,0.5679,0.0148,1.4103,0.515,0,0.9512,0.0005,0.0085,0.505562,0.494438,0.0458163,0.0458163,0.478368356,809
chr2,132474827,132475493,TE,0.1287,0.4679,0.2723,0.0987,0.169,0.5195,0.3657,0.0753,0.3365,0.0502,0.0065,0.592,0.497,0.234,0.1703,0.3028,0.6222,0,0.1672,0.5496,2.2408,1.2216,2.047,0.586,0.1986,0.7819,0,0.4144,1.0668,0.0545,0,0.548048,0.451952,0.118648,0.11865,0.193693694,666
chr2,132527083,132528198,TE,0.5436,0.6863,0,0,0.349,0.8952,0.3003,0.5085,0.5925,0.3955,0.0187,0.664,0.6748,0.9996,0.2218,0.5768,0.3659,0.3961,0.3,0.7929,1.0965,0.4226,0.5907,0.2951,0.0157,0.2073,1.9939,2.0918,3.3522,3.2137,0.6787,0.514798,0.485202,0.097937,0.0979379,0.267264574,1115
chr2,133104296,133104885,TE,0.0757,0.2185,0,0,0.1338,0.2166,0.4742,0.457,0.1207,1.095,0.023,0.4099,0,0.064,0,0.7883,0.4522,0.712,0.6365,0.3348,0.4113,0.6842,0.6586,0.5186,0.303,1.2639,1.5408,0.1164,0.4616,0.1101,0.4059,0.565365,0.434635,0.0291313,0.0291313,0.010186757,589
chr2,134281785,134282529,TE,0,0.3402,0.0146,0,0.7753,0.4258,0.3644,0.3445,0.4296,1.6086,0,0.484,0.1677,0.1366,0.1122,0.4459,1.3831,0.3411,0.3628,1.7098,0.935,1.0052,2.2439,0.6228,0,1.1312,0.0796,0.3946,0.6533,0,0.2647,0.581989,0.418011,0.0215372,0.0215372,0.15188172,744
chr2,134786004,134786739,TE,0.1268,0.4889,0.3613,0,1.9364,1.1428,0.7072,1.5133,1.0656,2.9153,0.3869,1.1498,0.278,0.2747,0.6078,1.0277,0.8455,1.6926,0.6978,2.0131,2.8773,5.3613,9.1186,2.7862,0.7699,3.2142,0.2239,0.3931,0.9816,0.298,0.938,0.536054,0.463946,0.0293862,0.0293862,0.070748299,735
chr2,134898206,134899262,TE,0.0608,0.5062,0.2187,0,1.9092,1.2553,0.6464,1.7797,4.4366,1.5458,0.4248,1.3702,0.5909,0.4185,0.6467,0.8431,1.5695,0.9381,0.747,2.1948,1.1641,1.954,1.8716,1.1104,0.4054,1.1757,3.8924,0.2324,1.0345,0.6622,0.5435,0.582386,0.417614,0.0966819,0.096683,0.553030303,1056
chr2,135370525,135370955,TE,0,0.312,0,0,0,0,0.0379,0,0,0,0,0.1981,0,0.0241,0,0,0.1297,0.0766,0,0.3559,0.7056,1.715,3.1345,0.1178,0,0.4586,0,0.1622,1.3919,0,0,0.572093,0.427907,0,0,0.976744186,430
chr2,135384774,135385625,TE,0.7865,0.4853,0.3292,0.7171,0.7307,0.8303,0.3277,1.2249,2.2458,1.9622,0.064,1.3591,0.119,0.1347,0.3714,0.5094,0.7464,0.3133,0.1081,1.7708,0.5896,0.7014,1.1196,0.9877,0.5505,0.1685,6.5334,0.2522,1.9312,0.2809,3.2125,0.53114,0.46886,0.0720762,0.072077,0.256169213,851
chr2,135385709,135386380,TE,1.6824,1.2665,0.273,0.3272,1.4969,1.1181,0.9437,1.8003,2.9587,2.0169,1.2292,2.0288,0.5609,0.4321,0.499,0.9751,0.9871,0.5737,0.7453,1.9191,1.047,1.0347,0.8393,1.3848,0.6845,0.7736,0.3585,0.8316,11.9779,0.41,0.2714,0.517139,0.482861,0.116362,0.116362,0,671
chr2,135440274,135441230,TE,0,1.1376,0.2098,0,0.473,0.9133,0.3856,0.4809,0.4453,1.3433,0,0.8734,0.4803,0.328,0.5641,0.4898,1.5249,0.6064,0.5167,1.7224,2.7999,2.7646,4.9522,1.2066,0.0593,9.8727,1.1006,0.5756,12.4729,0.1357,1.1248,0.626569,0.373431,0.0424332,0.0424332,0.041841004,956
chr2,135482132,135482797,TE,0.4432,1.158,0.4488,0.7478,1.7778,0.9565,1.2177,2.0192,0.5491,0.5468,0.7221,1.396,1.7639,0.3184,0.3245,0.7832,1.0602,0.3218,0.3096,1.2543,1.9305,0.9972,0.8205,0.5209,0.3422,0.1269,0.7735,0.6093,0.4965,6.8917,0.0466,0.547368,0.452632,0.0158328,0.0158328,0.65112782,665
chr2,135614639,135615148,TE,0,0.8372,0,0,0.2113,0.468,0.3462,0.8799,0.191,0.2296,0,0.7087,0.4639,0.1899,0.265,0.5397,0.4932,0.8472,0.5385,0.0048,1.5835,0.6823,0.3677,0.7903,0.2963,0.1195,2.9933,0,0.3562,0.3197,0.0308,0.587426,0.412574,0.540344,0.505303,0,509
chr2,136200792,136201745,TE,0,1.2635,0,0,0.1582,0.5711,0.4122,0.2678,0.2186,0.8195,0,0.6955,0,0.1369,0.3919,0.6781,0.8392,0.9749,0.7443,0.5231,2.9928,2.6761,2.2653,0.728,0.0043,0.6326,1.0996,0.1413,0.5731,0.3122,0.0051,0.6149,0.3851,0.0348459,0.0553979,0,953
chr2,136566988,136567824,TE,0,0.3894,0.0793,0.0181,0.1303,0.3746,0.4178,0.2875,0.1397,1.038,0,0.5586,0.0976,0.2129,0.1894,0.3814,0.2754,0.6438,0.4001,0.506,1.0193,1.2926,6.3344,0.2202,0.1997,0.7037,0.6419,0.2109,6.1709,0.1311,0.3198,0.583732,0.416268,0.00635357,0.00635357,0.10645933,836
chr2,136616188,136616738,TE,0.0432,0,0,0.2604,0.0107,0.2731,0.2101,0.3387,0.1018,0.3257,0,0.4994,0,0.1508,0.1673,0.5147,0.0577,0.6377,0.6091,0.3553,1.2245,1.3882,5.0412,0.536,0.233,1.6222,0.514,0,2.9708,0.3455,0.0429,0.601818,0.398182,0.0621614,0.0621616,0.145454545,550
chr2,136923940,136924626,TE,0.7662,0.6834,0.774,0,1.0452,1.7424,1.1065,1.3149,2.1147,1.2647,0.9157,1.9438,0.916,0.4134,0.3285,1.0448,1.9214,1.0391,0.5017,1.5676,1.1629,0.9768,1.0894,1.3426,0.5578,0.8577,1.7578,0.6449,7.5885,0.495,0.3638,0.51895,0.48105,0.442598,0.439527,0.011661808,686
chr2,136941798,136942613,TE,2.7867,0,3.4274,0.0669,0.3178,1.2042,0.6409,0.9302,0.8194,0.386,1.422,1.4588,0.3134,0.215,0.2015,0.2082,0.5324,0.4545,0.5313,1.5829,2.3693,2.1281,0.7271,0.6142,0.0067,1.0306,0,0.2476,0.0206,0.0313,0,0.381595,0.618405,0.711681,0.750165,0.114110429,815
chr2,137053184,137053591,TE,0,0.0129,0,0,0.0707,0.0377,0,0.1559,0,0,0.0602,0.1166,0,0,0.169,0.0514,0.0944,0.0685,0.0706,0.5142,0.9617,0.776,1.7332,0.1086,0.1099,0.2751,0.6459,0.1165,0.6911,1.2968,0.2862,0.614251,0.385749,0.010353,0.010353,0.58968059,407
chr2,137381753,137382062,TE,0.031,0.4747,0,0,0.0975,0.1687,0,0.486,0.106,0,0,0.2296,0,0,0.0295,0.4242,0.2499,0.3562,0,0.4758,0.848,0.6921,0.7025,0.2564,0.1781,0.2091,0.1725,0,0.2923,0,0.1576,0.579288,0.420712,0.0182109,0.0182109,0,309
chr2,137620511,137621193,TE,0,0.2563,0.0113,0,0.1909,0.1368,0.3316,0.1602,0.0671,0.2146,0.0617,0.7253,0,0.2474,0.1623,0.3314,0.2055,0.6761,0.1365,0.513,1.7049,1.279,5.3078,0.3833,0.137,1.2835,0.321,0.1667,1.6963,0.5597,0,0.576246,0.423754,0.00997746,0.00997746,0.090909091,682
chr2,138152159,138152682,TE,0.0573,0.7374,0.1067,0,0.1663,0.2053,0.3392,0.4545,0.1482,1.6795,0,0.4209,0.1225,0.2195,0.1972,0.3613,0.2048,0.3148,0.2472,0.1818,0.6091,0.7827,0.9749,0.4078,0.1342,0.3374,0,0.5363,0.685,0.0431,0,0.541109,0.458891,0.407857,0.555164,0,523
chr2,138163504,138164256,TE,0.0998,0,0.0511,0,0.1599,0.4716,0.309,0.3329,0.339,0.7164,0.0188,0.3888,0.0824,0.1066,0.2873,0.3432,0.7361,0.2516,0.1091,0.3289,0.9933,0.8244,1.4188,0.5222,0.2883,0.4842,0,0.0542,0,0.0753,0.0581,0.579787,0.420213,0.296022,0.269619,0,752
chr2,139537376,139537882,TE,0,0.4802,0,0,0.0373,0.1343,0.1538,0.0974,0.1518,0.2313,0,0.3579,0.0758,0.0521,0.1473,0.4409,0.1937,0.0162,0,0.181,0.6487,0.6912,0.7855,0.0064,0.1597,0.0856,0,0,0.3249,0.1438,0,0.577075,0.422925,0.0316978,0.0316978,0,506
chr2,139566449,139567088,TE,0,0.7169,0,0,0,0.171,0.0308,0.0769,0.3438,0.5279,0,0.9254,0.2956,0.0904,0.2299,0.1856,0.1087,0.0519,0.0738,0.3487,1.2478,1.1823,4.2699,0.2008,0.0145,0.4975,0.2568,0,3.9567,0,0,0.571205,0.428795,0.0821149,0.0830045,0.272300469,639
chr2,139903233,139904005,TE,0.6192,0.6961,0.5043,0,1.1966,1.0053,0.3864,0.8767,0.6305,0.4136,0.2259,1.114,0.3149,0.362,0.2688,1.0383,2.4147,1.3247,0.7728,1.3817,1.6589,1.1453,0.6833,0.9305,0,0.9362,2.0185,0.5038,1.3469,0.1714,0.5801,0.541451,0.458549,0.207755,0.192725,0.112694301,772
chr2,140015331,140015907,TE,0.0124,0.62,0.1017,0,0.3973,0.7721,0.4912,0.5509,0.0583,1.0342,0.0892,0.7782,0.0188,0.2062,0.2514,0.5429,0.6329,0.1851,0.2284,0.3777,0.7286,0.8016,1.4894,0.8933,0.3385,2.2932,0.5796,0.351,3.0279,0.0659,0,0.583333,0.416667,0.0647955,0.0647955,0,576
chr2,140502439,140503025,TE,0,0.5859,0.1032,0,0.4654,1.4532,0.5644,0.6193,3.3511,3.0496,0.2029,1.247,1.0652,0.3942,0.4262,0.9441,1.484,0.8442,0.3244,2.0145,2.2984,2.3506,3.4334,0.8191,0.5327,2.05,0.7927,0.9558,24.8499,0.3649,0.8669,0.520478,0.479522,0.0822227,0.111456,0.06996587,586
chr2,141080218,141080675,TE,0,0.325,0,0,0.2188,0.1756,0.0477,0.3991,0.0226,0,0,0.2627,0,0.0372,0.125,0.4261,0.5636,0.1992,0.0277,0.1613,0.7073,0.5691,1.5224,0.1289,0.1339,0.3318,0,0.1097,0,0.1241,0.12,0.619256,0.380744,0.528844,0.583438,0,457
chr2,141092248,141093086,TE,0,0.6244,0.1611,0.1394,0.942,0.266,0.759,0.6871,1.3204,3.1944,0.1556,1.549,0.6472,0.4795,0.3452,0.8521,1.0739,0.6945,0.2383,2.2192,1.2317,0.8386,0.852,1.0244,0.8491,0.4606,0,0.7046,1.5269,0.4013,0.072,0.547733,0.452267,0.137289,0.13729,0.031026253,838
chr2,141377239,141377808,TE,0.015,0.7652,0.0544,0,0.7096,0.8699,0.5346,0.5915,1.1585,0.2666,0,0.9578,0.2856,0.3973,0.4161,0.8842,0.7009,0.3843,0.6561,0.2773,1.3161,0.907,0.9042,0.9261,0.9425,0.3217,4.1947,0.1817,0.3477,0.088,0,0.581722,0.418278,0.057683,0.057683,0,569
chr2,141820800,141821371,TE,0,0.1676,0.001,0.2854,0.0309,0.2258,0.3942,0.1779,0.1472,0.1042,0,0.4415,0.2248,0.042,0.039,0.3456,0.2913,0.2729,0.1778,0.3069,1.331,0.9969,1.4864,0.1286,0.1737,0.2356,0.5298,0.0227,0.0419,0.1357,0,0.6007,0.399299,0.013805,0.013805,0.211908932,571
chr2,142943010,142943821,TE,0.1411,0.4276,0.0709,0,0.5128,1.0172,0.4297,0.5277,0.6383,1.1055,0.1324,0.4796,0.8234,0.3767,0.2768,0.7877,0.6238,0.3088,0.5507,1.94,0.7735,1.1301,1.0904,0.4007,0.0882,0.2495,0.6174,0.4898,0.6566,2.8553,0.6467,0.543773,0.456227,0.0166468,0.0166468,0.494451295,811
chr2,142950452,142951107,TE,0.1332,0.6731,0.0321,0,0.3792,0.4224,0.31,0.1588,0.2014,0,0.0655,0.2662,0,0.0443,0.3081,0.5831,0.5091,0.2247,0.1055,0.4249,1.8057,1.9947,3.0104,0.4348,0,0.3393,0,0,0,0.0949,0.1934,0.644275,0.355725,0.0661249,0.0661249,0,655
chr2,143429560,143430324,TE,0,0.5991,0,0,0.5393,0.339,0.4667,0.508,0.6853,0.5029,0.0506,0.4684,0.2448,0.2272,0.2045,0.4507,0.7606,0.4644,0.2371,0.4806,0.6006,1.2863,2.3273,0.3831,0.092,0.8471,0.1029,0.6244,2.681,0.2501,0,0.587696,0.412304,0.0453994,0.0454003,0.304973822,764
chr2,143446507,143447095,TE,0,0.8582,0,0,0.2818,0.3641,0.413,0.3505,0.0373,0,0.1197,0.1276,0.1265,0.1964,0.2622,0.5163,0.4761,0.6613,0.173,0.5771,0.6333,0.7545,0.5941,0.278,0,0.6206,0.0635,0.0036,2.2052,0.1562,0,0.55102,0.44898,0.0323788,0.0323788,0.576530612,588
